run,variant,pinata_account,fl_round,block_type,expected_pin,pin_status,tx_hash,basescan_url,ipfs_hash,pinata_account_actual,date_pinned
baseline_20260424_201227,baseline,1,0,GLOBAL,round_0_global_model,success,0xe21221ce49784629e3a7aff69df743d3a0b40f94ca0f8863c54c478ef2231d1c,https://basescan.org/tx/0xe21221ce49784629e3a7aff69df743d3a0b40f94ca0f8863c54c478ef2231d1c,QmPVLyAGA6mEBo8yXhr16RB3sZaRipgqyptHJrTH43cGkp,account_1,2026-04-24T15:13:47
baseline_20260424_201227,baseline,1,0,GLOBAL,round_0_global_metrics,success,0xe21221ce49784629e3a7aff69df743d3a0b40f94ca0f8863c54c478ef2231d1c,https://basescan.org/tx/0xe21221ce49784629e3a7aff69df743d3a0b40f94ca0f8863c54c478ef2231d1c,QmQmrhEYADs1QsDLmtUpv9HFQikdgmZH3VqEhMyd4hxbG1,account_1,2026-04-24T15:13:48
baseline_20260424_201227,baseline,1,1,LOCAL,round_1_local,success,0x9f7f44454fe03010456d1a916942b754c0935b78329fe0b1ea06704145527cf9,https://basescan.org/tx/0x9f7f44454fe03010456d1a916942b754c0935b78329fe0b1ea06704145527cf9,QmR42HYvARwt89wnzWihhEeTv5NhtYNFHLP9JNo2i2n26Z,account_1,2026-04-24T15:15:11
baseline_20260424_201227,baseline,1,1,VOTE,round_1_votes,success,0x4ab70086d556076fc3bfae669f1fde4d15e4e71b73b49b7ebd3840c4d3aba3bb,https://basescan.org/tx/0x4ab70086d556076fc3bfae669f1fde4d15e4e71b73b49b7ebd3840c4d3aba3bb,QmUfoZ7dJ7SXuUG2tcJ3tf6fhhmFGDs7MmbLg63VWKETmC,account_1,2026-04-24T15:15:13
baseline_20260424_201227,baseline,1,1,GLOBAL,round_1_global_model,success,0x72ab259d3fe1c2a39a2aa1cfc76f5f75a66b55a7054ace90180b673c2e5551ce,https://basescan.org/tx/0x72ab259d3fe1c2a39a2aa1cfc76f5f75a66b55a7054ace90180b673c2e5551ce,Qmf7b71MrhGSFxSTqYmXf1PEmhzETT3LYB9akaqCAjA269,account_1,2026-04-24T15:17:35
baseline_20260424_201227,baseline,1,1,GLOBAL,round_1_global_metrics,success,0x72ab259d3fe1c2a39a2aa1cfc76f5f75a66b55a7054ace90180b673c2e5551ce,https://basescan.org/tx/0x72ab259d3fe1c2a39a2aa1cfc76f5f75a66b55a7054ace90180b673c2e5551ce,QmSGJEABncSovrXCoWsvr7VZwb76i3SjuMcGpwrJb3HzUf,account_1,2026-04-24T15:17:36
baseline_20260424_201227,baseline,1,2,LOCAL,round_2_local,success,0x689b6edea91a118c476b1ff4983400bfd189263bf2c60298d1da3dacd493b19b,https://basescan.org/tx/0x689b6edea91a118c476b1ff4983400bfd189263bf2c60298d1da3dacd493b19b,QmWkbBq4sSgpeb1zsRfbT7GomTnAaQiNtRUeo9DaoBr66V,account_1,2026-04-24T15:18:49
baseline_20260424_201227,baseline,1,2,VOTE,round_2_votes,success,0x6e1b63fff15880d929737f4ec52da13e54e87b4bb062cf6d6b83891779176bba,https://basescan.org/tx/0x6e1b63fff15880d929737f4ec52da13e54e87b4bb062cf6d6b83891779176bba,QmeE9stn7JxHJMtQHTorDrFCbgGepiC6wP48r7Ztdx2ksd,account_1,2026-04-24T15:18:53
baseline_20260424_201227,baseline,1,2,GLOBAL,round_2_global_model,success,0xcff42ba8249114d3519a59c6a835ad54130f3095d5d46748a5da086e0f6c6323,https://basescan.org/tx/0xcff42ba8249114d3519a59c6a835ad54130f3095d5d46748a5da086e0f6c6323,QmZdHQq7UQ85nJMu8BvWoyN44nDMKx8bVETWKs9GJgRtdG,account_1,2026-04-24T15:19:55
baseline_20260424_201227,baseline,1,2,GLOBAL,round_2_global_metrics,success,0xcff42ba8249114d3519a59c6a835ad54130f3095d5d46748a5da086e0f6c6323,https://basescan.org/tx/0xcff42ba8249114d3519a59c6a835ad54130f3095d5d46748a5da086e0f6c6323,Qma3JN5oLnDTHpvFCESNKYBPHsYQNzaMz5dobDbhz7MkYm,account_1,2026-04-24T15:19:57
baseline_20260424_201227,baseline,1,3,LOCAL,round_3_local,success,0xce982194ecc7978cfee76359e7772087e4101d802d6923a0a82417e1c0954c4a,https://basescan.org/tx/0xce982194ecc7978cfee76359e7772087e4101d802d6923a0a82417e1c0954c4a,QmUJ56jjTToE9txp9LvPKdSACvZZrxmoMywNJK93N9qgU8,account_1,2026-04-24T15:21:04
baseline_20260424_201227,baseline,1,3,VOTE,round_3_votes,success,0xbaf24eedb3a4b212a3e31b203a5882b65794871ba86f505c0bee03e13e03a5e7,https://basescan.org/tx/0xbaf24eedb3a4b212a3e31b203a5882b65794871ba86f505c0bee03e13e03a5e7,QmNPEVQAW6YJX1VoJ2j34JqFDj9WN5ptWUwf5jLrMry8D9,account_1,2026-04-24T15:21:07
baseline_20260424_201227,baseline,1,3,GLOBAL,round_3_global_model,success,0x3e640f41d89a724ccad0c37d57d876e01021578d0e78b9254878ac96b8f8bbf4,https://basescan.org/tx/0x3e640f41d89a724ccad0c37d57d876e01021578d0e78b9254878ac96b8f8bbf4,QmUg8bDGrY3wjzqXF8FGLKdnzqh6ZngnrBqSB9iUSwJppp,account_1,2026-04-24T15:22:03
baseline_20260424_201227,baseline,1,3,GLOBAL,round_3_global_metrics,success,0x3e640f41d89a724ccad0c37d57d876e01021578d0e78b9254878ac96b8f8bbf4,https://basescan.org/tx/0x3e640f41d89a724ccad0c37d57d876e01021578d0e78b9254878ac96b8f8bbf4,QmNqKRQxbjdrvqcY5oN2ZEheuMCi4QpdqvsPRcoThXuQrX,account_1,2026-04-24T15:22:04
baseline_20260424_201227,baseline,1,4,LOCAL,round_4_local,success,0x8b100a5d351076b60eb22c731f965d2a25c171c36cba0f1674621222e2f11a97,https://basescan.org/tx/0x8b100a5d351076b60eb22c731f965d2a25c171c36cba0f1674621222e2f11a97,Qmc5E8Kp6YFv7bmucLBN5HpQshKnmtJ6cRv9fCLMSVcAYN,account_1,2026-04-24T15:23:06
baseline_20260424_201227,baseline,1,4,VOTE,round_4_votes,success,0xf0d0df8205c21f6b632535b8e200e616b1588f64ec47b438bae676605abed693,https://basescan.org/tx/0xf0d0df8205c21f6b632535b8e200e616b1588f64ec47b438bae676605abed693,QmVoj2EzEDtySAzstRMEhkNv7FEJny8F6tFJ2n7gvGSJRD,account_1,2026-04-24T15:23:08
baseline_20260424_201227,baseline,1,4,GLOBAL,round_4_global_model,success,0x4ec382fdadca116ffda3da5fc0cbc9b6b34106e16ec53e262a0d6bc92759f9c7,https://basescan.org/tx/0x4ec382fdadca116ffda3da5fc0cbc9b6b34106e16ec53e262a0d6bc92759f9c7,QmaVN5ZY3nAKD7wLauKJfin3AFy3ThGFPjwMiLjAuCRbw8,account_1,2026-04-24T15:24:10
baseline_20260424_201227,baseline,1,4,GLOBAL,round_4_global_metrics,success,0x4ec382fdadca116ffda3da5fc0cbc9b6b34106e16ec53e262a0d6bc92759f9c7,https://basescan.org/tx/0x4ec382fdadca116ffda3da5fc0cbc9b6b34106e16ec53e262a0d6bc92759f9c7,QmPuT1AN6tT9sc3HUzyzzFSfw8Mj3shjswKZ2vKSesSUFt,account_1,2026-04-24T15:24:12
baseline_20260424_201227,baseline,1,5,LOCAL,round_5_local,success,0x98ad6643928395ea48ade4d986d8fae38d4ca71129b48e7b9b2c4bde30bd2599,https://basescan.org/tx/0x98ad6643928395ea48ade4d986d8fae38d4ca71129b48e7b9b2c4bde30bd2599,QmbfMJfiLog6bDcnvJNZhY2JSZbur1nJk5sSMynGRKUxAb,account_1,2026-04-24T15:25:14
baseline_20260424_201227,baseline,1,5,VOTE,round_5_votes,success,0x167e05d3bfb725c90622404def00ee694d7b3021794c2e77969c06388559c55a,https://basescan.org/tx/0x167e05d3bfb725c90622404def00ee694d7b3021794c2e77969c06388559c55a,QmRn99Crz9Vw2YjX3yaPEiFW8QqePer2zCvfk7eWUCWkTZ,account_1,2026-04-24T15:25:16
baseline_20260424_201227,baseline,1,5,GLOBAL,round_5_global_model,success,0x9ee2fe5bc7dfa6e5d31559fdd72397f2ca6085459cc2e3342b1ac58ed23b9c46,https://basescan.org/tx/0x9ee2fe5bc7dfa6e5d31559fdd72397f2ca6085459cc2e3342b1ac58ed23b9c46,QmYQX9ZKtUMAYeQ6Fmf8pgevMa7j61LqgRgUKgk5nFrVZk,account_1,2026-04-24T15:26:15
baseline_20260424_201227,baseline,1,5,GLOBAL,round_5_global_metrics,success,0x9ee2fe5bc7dfa6e5d31559fdd72397f2ca6085459cc2e3342b1ac58ed23b9c46,https://basescan.org/tx/0x9ee2fe5bc7dfa6e5d31559fdd72397f2ca6085459cc2e3342b1ac58ed23b9c46,QmZsvyJKjDwLNPwCFDHDcvww5TJ84MooR5ZjXnnHbtTwUM,account_1,2026-04-24T15:26:16
baseline_20260424_201227,baseline,1,6,LOCAL,round_6_local,success,0xf0098c5b41ca797b7e33644ea6fb6e877448de55e0ad42c21d41bd3b8a1594ba,https://basescan.org/tx/0xf0098c5b41ca797b7e33644ea6fb6e877448de55e0ad42c21d41bd3b8a1594ba,QmYJxYuAkqyhjaS9tnhzYu4FbUPc99pAw4b88AHfNznK7u,account_1,2026-04-24T15:27:23
baseline_20260424_201227,baseline,1,6,VOTE,round_6_votes,success,0xa90f5557ff4e030f322d32e774ca6d6c030464a43014f6f823f992c23971dcd9,https://basescan.org/tx/0xa90f5557ff4e030f322d32e774ca6d6c030464a43014f6f823f992c23971dcd9,QmdKzBTfz8Q8K1rK87hKx4DQ3hXAZnEyQo24fDAjQdFcpy,account_1,2026-04-24T15:27:25
baseline_20260424_201227,baseline,1,6,GLOBAL,round_6_global_model,success,0x7dc269676ae5208dc2d3bd671aa96ed2d93f8365423cee3d53597ae52cfa70d1,https://basescan.org/tx/0x7dc269676ae5208dc2d3bd671aa96ed2d93f8365423cee3d53597ae52cfa70d1,QmXYVSS7eKWpNHD3zpjjTdbsfvrJasiqpGfzsUJJAs1UMV,account_1,2026-04-24T15:28:25
baseline_20260424_201227,baseline,1,6,GLOBAL,round_6_global_metrics,success,0x7dc269676ae5208dc2d3bd671aa96ed2d93f8365423cee3d53597ae52cfa70d1,https://basescan.org/tx/0x7dc269676ae5208dc2d3bd671aa96ed2d93f8365423cee3d53597ae52cfa70d1,Qmb8ddhjvqrargmH8XTqGrrS7KaU7TjVuo8oDJzcYKJNJS,account_1,2026-04-24T15:28:26
baseline_20260424_201227,baseline,1,7,LOCAL,round_7_local,success,0x221f05e0095fadab22b60eaf82f4576b80490391854a5bed2b06c8423f7927a4,https://basescan.org/tx/0x221f05e0095fadab22b60eaf82f4576b80490391854a5bed2b06c8423f7927a4,QmQtfRFuuHjBkQGjWHr8NmQe5u5Rk5pV1DNfpSvx6up2TA,account_1,2026-04-24T15:29:30
baseline_20260424_201227,baseline,1,7,VOTE,round_7_votes,success,0x9ede9786f8c740569921fc4e3bce0bdfb03c10e9b32ec25f6fb8176dbed98286,https://basescan.org/tx/0x9ede9786f8c740569921fc4e3bce0bdfb03c10e9b32ec25f6fb8176dbed98286,QmWgVxK3Hu64ZP12Q2Zhu3NtHUQjzVY4Aai5jXfEencFzF,account_1,2026-04-24T15:29:32
baseline_20260424_201227,baseline,1,7,GLOBAL,round_7_global_model,success,0xf9818988f5f12595de27741241542ae5c5005bf4c69217c7340c927395896b53,https://basescan.org/tx/0xf9818988f5f12595de27741241542ae5c5005bf4c69217c7340c927395896b53,QmXj14GrFmb8kv5wfyMiKHpGVaLhgc91bb7b4qb89j8KwJ,account_1,2026-04-24T15:30:29
baseline_20260424_201227,baseline,1,7,GLOBAL,round_7_global_metrics,success,0xf9818988f5f12595de27741241542ae5c5005bf4c69217c7340c927395896b53,https://basescan.org/tx/0xf9818988f5f12595de27741241542ae5c5005bf4c69217c7340c927395896b53,QmX87WLNERCd8xJTXDaopYTgJpRt4Dckd3Hkbb6BtniSWX,account_1,2026-04-24T15:30:30
baseline_20260424_201227,baseline,1,8,LOCAL,round_8_local,success,0x6c9e9040e23e9d382bc4a0a401b6d0b9e92c02700e140ba829f536ec7f7dd88c,https://basescan.org/tx/0x6c9e9040e23e9d382bc4a0a401b6d0b9e92c02700e140ba829f536ec7f7dd88c,QmZd4Fqn2FyoFN7m3KZBm58zmCyyHhQjq9ftxrDCguBtJg,account_1,2026-04-24T15:32:38
baseline_20260424_201227,baseline,1,8,VOTE,round_8_votes,success,0x4bfeee75dbb2fa360f1ec3dd30f9db37ed70e7a5baf456919051aa4e12118dcd,https://basescan.org/tx/0x4bfeee75dbb2fa360f1ec3dd30f9db37ed70e7a5baf456919051aa4e12118dcd,QmUo96EfRJmv5fY6DyiUahTMX8SAXWTiuB6429hkYMFCmZ,account_1,2026-04-24T15:32:40
baseline_20260424_201227,baseline,1,8,GLOBAL,round_8_global_model,success,0x13c7b508942c5fc5bd3125e3d07c6e6a748bd2a234b2d1579a997e8502dbae60,https://basescan.org/tx/0x13c7b508942c5fc5bd3125e3d07c6e6a748bd2a234b2d1579a997e8502dbae60,QmYy98jYWdhsdrVqqq118zYJj5aM6eaRpPBQDT54puGCdx,account_1,2026-04-24T15:35:39
baseline_20260424_201227,baseline,1,8,GLOBAL,round_8_global_metrics,success,0x13c7b508942c5fc5bd3125e3d07c6e6a748bd2a234b2d1579a997e8502dbae60,https://basescan.org/tx/0x13c7b508942c5fc5bd3125e3d07c6e6a748bd2a234b2d1579a997e8502dbae60,QmTTdyDpKhXfdCdRPMrtEQdh8EhY7W2ACA5H1iju5miDZy,account_1,2026-04-24T15:35:40
baseline_20260424_201227,baseline,1,9,LOCAL,round_9_local,success,0xfd154d3d82f245b1d2098614b817f316fc91a23642227dac18d738b114f4f217,https://basescan.org/tx/0xfd154d3d82f245b1d2098614b817f316fc91a23642227dac18d738b114f4f217,QmSQXnfZWVPJ99AjWpha9j12QzaQMfhtBZSKwfR8nm67x8,account_1,2026-04-24T15:36:41
baseline_20260424_201227,baseline,1,9,VOTE,round_9_votes,success,0xe90e9cd594c2a60b21942369a471dbc7c10aa92975bdfd02b453b61fb5476b96,https://basescan.org/tx/0xe90e9cd594c2a60b21942369a471dbc7c10aa92975bdfd02b453b61fb5476b96,QmRGjMznUWp2mFhBG1mSRLMa2PeMicMLqBj6mzFhEp7tAF,account_1,2026-04-24T15:36:44
baseline_20260424_201227,baseline,1,9,GLOBAL,round_9_global_model,success,0xd3f2addcb992bb779cd99ea297fe9d3bb75dc143692ad777f9c8e3b94ca21743,https://basescan.org/tx/0xd3f2addcb992bb779cd99ea297fe9d3bb75dc143692ad777f9c8e3b94ca21743,Qmf3XUkBFJaqDeQVTxkZLUDBMzt8Fcffi6tyhSKHH9HNsY,account_1,2026-04-24T15:37:35
baseline_20260424_201227,baseline,1,9,GLOBAL,round_9_global_metrics,success,0xd3f2addcb992bb779cd99ea297fe9d3bb75dc143692ad777f9c8e3b94ca21743,https://basescan.org/tx/0xd3f2addcb992bb779cd99ea297fe9d3bb75dc143692ad777f9c8e3b94ca21743,QmX5mE8V4vzN4J9Uc7sW6MpmyEuzgX6BLKnKrFmtL9uha9,account_1,2026-04-24T15:37:36
baseline_20260424_201227,baseline,1,10,LOCAL,round_10_local,success,0xf04732426bdeb34120d61d516eda68b88256a61c73812a95996aa04b5c400174,https://basescan.org/tx/0xf04732426bdeb34120d61d516eda68b88256a61c73812a95996aa04b5c400174,QmcfcKGmrUNFJx5gA4FCzrYdQfQZPg5BUHXsvsLMvmmgrs,account_1,2026-04-24T15:38:38
baseline_20260424_201227,baseline,1,10,VOTE,round_10_votes,success,0x575bb2aa9fbf36293b81b7a38c7a72ae01776660d8af880f4e674a3be9f1b9c0,https://basescan.org/tx/0x575bb2aa9fbf36293b81b7a38c7a72ae01776660d8af880f4e674a3be9f1b9c0,QmWkanzznFRYqgejhPd376HwcLZ7DDW4WbFRLR23x4KP1P,account_1,2026-04-24T15:38:40
baseline_20260424_201227,baseline,1,10,GLOBAL,round_10_global_model,success,0x75134449c27f62361b30de0cf331e8eb4b671b6a35aa6d9bc2d231a4addf5065,https://basescan.org/tx/0x75134449c27f62361b30de0cf331e8eb4b671b6a35aa6d9bc2d231a4addf5065,Qmd9xwjjPHk1moEKZ3kY1x727xAgKcokJxv8UUuQZSPd4N,account_1,2026-04-24T15:39:37
baseline_20260424_201227,baseline,1,10,GLOBAL,round_10_global_metrics,success,0x75134449c27f62361b30de0cf331e8eb4b671b6a35aa6d9bc2d231a4addf5065,https://basescan.org/tx/0x75134449c27f62361b30de0cf331e8eb4b671b6a35aa6d9bc2d231a4addf5065,QmauuPwzf6j6c1rvdnrrHESZdvNV9Htf3quY3YYmAH8Gsq,account_1,2026-04-24T15:39:38
optimized_20260424_204043,optimized,1,0,GLOBAL,round_0_global_model,success,0x14fac7c63b0164d47fb0ae9ce04beba62df20424ceb43262e170af854695501e,https://basescan.org/tx/0x14fac7c63b0164d47fb0ae9ce04beba62df20424ceb43262e170af854695501e,QmfTEx3ZpbzYZb4fdWwhHN3jpbPfo6df3m12gzi555pW2L,account_1,2026-04-24T16:07:10
optimized_20260424_204043,optimized,1,0,GLOBAL,round_0_global_metrics,success,0x14fac7c63b0164d47fb0ae9ce04beba62df20424ceb43262e170af854695501e,https://basescan.org/tx/0x14fac7c63b0164d47fb0ae9ce04beba62df20424ceb43262e170af854695501e,QmazaHMDwZhhiTnX1Embe3TwNw3Yw82syMYpcT8VZsX88j,account_1,2026-04-24T16:07:11
optimized_20260424_204043,optimized,1,1,LOCAL,round_1_local,success,0x62fd7bce8db1734d5c6b6cfa67143cbcb866e8018ded9031541a9e53414f3091,https://basescan.org/tx/0x62fd7bce8db1734d5c6b6cfa67143cbcb866e8018ded9031541a9e53414f3091,QmNQVw83QkgTmEt4zSWd7erKrNv1Zr9XoQkbbCiL4711QA,account_1,2026-04-24T15:42:18
optimized_20260424_204043,optimized,1,1,VOTE,round_1_votes,success,0x8ebb3f148343245466020b7ca10616ba0258028f33c5dc45bb2714c8bb223ed6,https://basescan.org/tx/0x8ebb3f148343245466020b7ca10616ba0258028f33c5dc45bb2714c8bb223ed6,QmeVyBmBdxcjC3NdDTgG3CSkrmMDJ1BRdLaRfVhEhnLc7B,account_1,2026-04-24T15:42:18
optimized_20260424_204043,optimized,1,1,GLOBAL,round_1_global_model,failed,0x0345f2e1aa82c603b565cb991d3d151689628325955c23bf4e83791c63494238,https://basescan.org/tx/0x0345f2e1aa82c603b565cb991d3d151689628325955c23bf4e83791c63494238,,,
optimized_20260424_204043,optimized,1,1,GLOBAL,round_1_global_metrics,failed,0x0345f2e1aa82c603b565cb991d3d151689628325955c23bf4e83791c63494238,https://basescan.org/tx/0x0345f2e1aa82c603b565cb991d3d151689628325955c23bf4e83791c63494238,,,
optimized_20260424_204043,optimized,1,2,LOCAL,round_2_local,success,0x8645145943dea4ab45a1b359eac2a0299b43a2ded384e16e6cc894ca89823fca,https://basescan.org/tx/0x8645145943dea4ab45a1b359eac2a0299b43a2ded384e16e6cc894ca89823fca,QmWTR2BhnTxn6U2WhKzFhBdWrjtryGR1EJabNNtJxUUgSE,account_1,2026-04-24T15:44:31
optimized_20260424_204043,optimized,1,2,VOTE,round_2_votes,success,0x4a7d81d892a2e08c378cfdd7327e44b68f174ca44c4fb18efcb8036cc5bc9d5f,https://basescan.org/tx/0x4a7d81d892a2e08c378cfdd7327e44b68f174ca44c4fb18efcb8036cc5bc9d5f,QmYQZYxcPcSTaSxQPmznXqy9gAfPoQnPRvay75AyQz3h3f,account_1,2026-04-24T15:44:31
optimized_20260424_204043,optimized,1,2,GLOBAL,round_2_global_model,success,0xdbe2c448f5ee0853f3df0989de6abd716bf6ae3c73c04e08f696cded872137ad,https://basescan.org/tx/0xdbe2c448f5ee0853f3df0989de6abd716bf6ae3c73c04e08f696cded872137ad,QmcL2rK16Ggo9uVWgZCoShCtNYEisPsmWbd6C9sWCJhiqi,account_1,2026-04-24T15:47:57
optimized_20260424_204043,optimized,1,2,GLOBAL,round_2_global_metrics,success,0xdbe2c448f5ee0853f3df0989de6abd716bf6ae3c73c04e08f696cded872137ad,https://basescan.org/tx/0xdbe2c448f5ee0853f3df0989de6abd716bf6ae3c73c04e08f696cded872137ad,QmfUU7XinD4FM759P9pGtXYAb9MXcSM5NNKexrKgnTfaqb,account_1,2026-04-24T15:47:58
optimized_20260424_204043,optimized,1,3,LOCAL,round_3_local,success,0xb96486f6d5e8a5c30bf18d20cf611e5b3aa5c65c664ff91ed02ee2e5dbc3f5bf,https://basescan.org/tx/0xb96486f6d5e8a5c30bf18d20cf611e5b3aa5c65c664ff91ed02ee2e5dbc3f5bf,QmSoaQFQUF4ERhVJx18kMutex7AdiQTPUsRiJg2KdwjMvc,account_1,2026-04-24T15:47:21
optimized_20260424_204043,optimized,1,3,VOTE,round_3_votes,success,0xf603d21b993996293a4d2c34e22cec0bd87b1a272c0fdc9b209354a1f4cc2039,https://basescan.org/tx/0xf603d21b993996293a4d2c34e22cec0bd87b1a272c0fdc9b209354a1f4cc2039,QmUN1NRddTntCL6VjC48j2dJu8CHmpwaejXrE7ZsZrW4NZ,account_1,2026-04-24T15:47:23
optimized_20260424_204043,optimized,1,3,GLOBAL,round_3_global_model,success,0xd8e9d05d38dcdd4c322f9593650f53183fcbcf959cc873356d725d43d24a97d7,https://basescan.org/tx/0xd8e9d05d38dcdd4c322f9593650f53183fcbcf959cc873356d725d43d24a97d7,QmThxbQWrrJYzZbouB7A1YuL6UPf72DYmxver7rKYjtcmQ,account_1,2026-04-24T15:48:09
optimized_20260424_204043,optimized,1,3,GLOBAL,round_3_global_metrics,success,0xd8e9d05d38dcdd4c322f9593650f53183fcbcf959cc873356d725d43d24a97d7,https://basescan.org/tx/0xd8e9d05d38dcdd4c322f9593650f53183fcbcf959cc873356d725d43d24a97d7,QmWkgpcRCEkFiKDzneFa5bfuKhyYfxTjU5s1L4mJJmvRNf,account_1,2026-04-24T15:48:10
optimized_20260424_204043,optimized,1,4,LOCAL,round_4_local,success,0xf855569218ab0797cab5770cf248b8aa14deb220b9dcbfe12bcb6ee69f6f6a03,https://basescan.org/tx/0xf855569218ab0797cab5770cf248b8aa14deb220b9dcbfe12bcb6ee69f6f6a03,QmWK6LCE76dhPSqhXDS9J2xCUvqVY6a3QHQvKYKiMt2B3T,account_1,2026-04-24T15:49:08
optimized_20260424_204043,optimized,1,4,VOTE,round_4_votes,success,0xe0bbb8245d817b4b3299ccac494d7ef66073e164e67fcbb0d98581b9b06e3377,https://basescan.org/tx/0xe0bbb8245d817b4b3299ccac494d7ef66073e164e67fcbb0d98581b9b06e3377,QmQa7CLskeFnDKeRuecdYTE6CwXz89fuyW7kSBcGRb15UK,account_1,2026-04-24T15:49:09
optimized_20260424_204043,optimized,1,4,GLOBAL,round_4_global_model,failed,0x8c14a38bcae6aa5a097fc9fc04d6afbe04604663c3a508763276ab4ed9071cfa,https://basescan.org/tx/0x8c14a38bcae6aa5a097fc9fc04d6afbe04604663c3a508763276ab4ed9071cfa,,,
optimized_20260424_204043,optimized,1,4,GLOBAL,round_4_global_metrics,failed,0x8c14a38bcae6aa5a097fc9fc04d6afbe04604663c3a508763276ab4ed9071cfa,https://basescan.org/tx/0x8c14a38bcae6aa5a097fc9fc04d6afbe04604663c3a508763276ab4ed9071cfa,,,
optimized_20260424_204043,optimized,1,5,LOCAL,round_5_local,success,0x81ec006022c0aae6c044665568b9d3e0835645e85edd44e0d342b682afbe67de,https://basescan.org/tx/0x81ec006022c0aae6c044665568b9d3e0835645e85edd44e0d342b682afbe67de,QmRViWA3doBZ8dDHNEEFZfNaXm9qpKXarkmWcTAaugMgbM,account_1,2026-04-24T15:52:18
optimized_20260424_204043,optimized,1,5,VOTE,round_5_votes,success,0xb1cc95f1f21069435f31fd858297644946ac45e51619817bc8ac7fc29f134c46,https://basescan.org/tx/0xb1cc95f1f21069435f31fd858297644946ac45e51619817bc8ac7fc29f134c46,QmdQDt2qsA39b6PiGHBSc1UniKetHy11mRa42CXza83brZ,account_1,2026-04-24T15:52:18
optimized_20260424_204043,optimized,1,5,GLOBAL,round_5_global_model,failed,0x123f4cac2194936ea9fd582cab68da9916a519fd2859babdbc3497c880dc65e1,https://basescan.org/tx/0x123f4cac2194936ea9fd582cab68da9916a519fd2859babdbc3497c880dc65e1,,,
optimized_20260424_204043,optimized,1,5,GLOBAL,round_5_global_metrics,failed,0x123f4cac2194936ea9fd582cab68da9916a519fd2859babdbc3497c880dc65e1,https://basescan.org/tx/0x123f4cac2194936ea9fd582cab68da9916a519fd2859babdbc3497c880dc65e1,,,
optimized_20260424_204043,optimized,1,6,LOCAL,round_6_local,success,0x75ab616eb06c3aa659d9ec1ec80684f20b76958cf7a237bf3249a73dba9cfb41,https://basescan.org/tx/0x75ab616eb06c3aa659d9ec1ec80684f20b76958cf7a237bf3249a73dba9cfb41,QmYMia9kFrg73LNsTq3hkW4QzZMD6qXMnWGf2wFPSHghmT,account_1,2026-04-24T15:54:23
optimized_20260424_204043,optimized,1,6,VOTE,round_6_votes,success,0x2ea3ab61d314e87eacca331dfeec5cdeeb27a8ae47a8185dd7b3401580ab4bcc,https://basescan.org/tx/0x2ea3ab61d314e87eacca331dfeec5cdeeb27a8ae47a8185dd7b3401580ab4bcc,QmXxNQT8VGzokFKLjAFBf1fs6yuZLPcguexSjfXoKuDUbY,account_1,2026-04-24T15:54:23
optimized_20260424_204043,optimized,1,6,GLOBAL,round_6_global_model,success,0xfb99ec53bd6831f5c8d29a36226b269645751dc474dd2250b299a081d3e4c57d,https://basescan.org/tx/0xfb99ec53bd6831f5c8d29a36226b269645751dc474dd2250b299a081d3e4c57d,QmU6rUEcVJHwWD4GrU41JAQKKtEVRJ7VQH8Pb2kxGkJJvX,account_1,2026-04-24T15:55:18
optimized_20260424_204043,optimized,1,6,GLOBAL,round_6_global_metrics,success,0xfb99ec53bd6831f5c8d29a36226b269645751dc474dd2250b299a081d3e4c57d,https://basescan.org/tx/0xfb99ec53bd6831f5c8d29a36226b269645751dc474dd2250b299a081d3e4c57d,Qmc54QNTQRkubkZWZrzPZvMecbowAnyrKrcYCHmE2ExW11,account_1,2026-04-24T15:55:19
optimized_20260424_204043,optimized,1,7,LOCAL,round_7_local,success,0x77f9b8c439bf063dedab8d7dcd41ac2ad3502f9f5126919dbe4aa7389119355a,https://basescan.org/tx/0x77f9b8c439bf063dedab8d7dcd41ac2ad3502f9f5126919dbe4aa7389119355a,QmawUS6DbEayXT1eU32NJSYFLrMQisLUJnUakupkqUKuTB,account_1,2026-04-24T15:56:17
optimized_20260424_204043,optimized,1,7,VOTE,round_7_votes,success,0x675de8f4c3c6166ac5df4d76ac2ccc8e193795b6f7649a69dac944c4a85793f8,https://basescan.org/tx/0x675de8f4c3c6166ac5df4d76ac2ccc8e193795b6f7649a69dac944c4a85793f8,QmQEfHZaXjJKXTPpGSGnSZbtkeyjRpLbEEVc536FRb26Ei,account_1,2026-04-24T15:56:16
optimized_20260424_204043,optimized,1,7,GLOBAL,round_7_global_model,success,0x7a1983d6e4d5371744d33b59d9d47e353fd0635891594ec1d4eda38addb6d28d,https://basescan.org/tx/0x7a1983d6e4d5371744d33b59d9d47e353fd0635891594ec1d4eda38addb6d28d,QmSU7YVWozi4AbwLTftKBEWdNQ6ztq1PKC6aaJ8PLhR5Pi,account_1,2026-04-24T15:59:32
optimized_20260424_204043,optimized,1,7,GLOBAL,round_7_global_metrics,success,0x7a1983d6e4d5371744d33b59d9d47e353fd0635891594ec1d4eda38addb6d28d,https://basescan.org/tx/0x7a1983d6e4d5371744d33b59d9d47e353fd0635891594ec1d4eda38addb6d28d,QmYTt9cKwc2bYFywDZcY9MBDfPBkjK36UJ6c4SW7z7NFjo,account_1,2026-04-24T15:59:33
